method,product_a,product_b,category_a,category_b,corr,nonzero_both_days,product_a_nonzero_days,product_b_nonzero_days
Pearson,11000405-百事可乐330ml,11002561-乡吧哥蜜汁鸡翅,碳酸饮料,包装散称,0.258134998950069,662,676,679
Pearson,11008516-李子柒螺蛳粉335g,12001131-旺仔牛奶,速食类,乳类饮品,0.25172403400528753,448,460,650
Pearson,11005780-大丰古法瓜子,12001131-旺仔牛奶,包装坚果,乳类饮品,0.24035816694554826,623,670,650
Pearson,11002605-老板仔香脆海苔卷（原味）,12001131-旺仔牛奶,包装海苔,乳类饮品,0.23243455941774185,501,520,650
Pearson,11001020-韩国海牌海苔 / 韩国海飘海苔,12001131-旺仔牛奶,包装海苔,乳类饮品,0.2286132357067834,624,670,650
Pearson,11001020-韩国海牌海苔 / 韩国海飘海苔,11002170-三养辣火鸡味拌面,包装海苔,速食类,0.2275448277982286,482,670,499
Pearson,11000405-百事可乐330ml,11008516-李子柒螺蛳粉335g,碳酸饮料,速食类,0.2193913007469204,453,676,460
Pearson,11000405-百事可乐330ml,11001020-韩国海牌海苔 / 韩国海飘海苔,碳酸饮料,包装海苔,0.2187478255109789,648,676,670
Pearson,11000405-百事可乐330ml,11002170-三养辣火鸡味拌面,碳酸饮料,速食类,0.20370610511169931,487,676,499
Pearson,11001020-韩国海牌海苔 / 韩国海飘海苔,11008516-李子柒螺蛳粉335g,包装海苔,速食类,0.20174668777106455,442,670,460
Pearson,11005780-大丰古法瓜子,12000134-百事可乐600ml,包装坚果,碳酸饮料,0.19815196846471614,668,670,697
Pearson,11000405-百事可乐330ml,11002605-老板仔香脆海苔卷（原味）,碳酸饮料,包装海苔,0.18998063957788627,511,676,520
Pearson,12000134-百事可乐600ml,12000292-红牛,碳酸饮料,功能饮料,0.16570181827421185,695,697,697
Pearson,11002605-老板仔香脆海苔卷（原味）,11008516-李子柒螺蛳粉335g,包装海苔,速食类,0.14276028401136354,365,520,460
Pearson,11002170-三养辣火鸡味拌面,11002605-老板仔香脆海苔卷（原味）,速食类,包装海苔,0.14004811955391866,385,499,520
Pearson,11002561-乡吧哥蜜汁鸡翅,12000292-红牛,包装散称,功能饮料,0.13437232228552692,677,679,697
Pearson,12000292-红牛,12001131-旺仔牛奶,功能饮料,乳类饮品,0.13050007760600443,649,697,650
Pearson,11000405-百事可乐330ml,12000292-红牛,碳酸饮料,功能饮料,0.1117449597945953,674,676,697
Pearson,11002170-三养辣火鸡味拌面,12000292-红牛,速食类,功能饮料,0.10924797160070288,498,499,697
Pearson,11002605-老板仔香脆海苔卷（原味）,12000292-红牛,包装海苔,功能饮料,0.10387117386287438,518,520,697
Pearson,11002605-老板仔香脆海苔卷（原味）,11004973-特仑苏纯牛奶,包装海苔,乳类饮品,0.08844411768181996,285,520,374
Pearson,11000405-百事可乐330ml,11005780-大丰古法瓜子,碳酸饮料,包装坚果,0.08581614968616798,648,676,670
Pearson,11005780-大丰古法瓜子,12000292-红牛,包装坚果,功能饮料,0.06517027731142495,668,670,697
Pearson,11008516-李子柒螺蛳粉335g,12000292-红牛,速食类,功能饮料,0.053368245438453844,460,460,697
Pearson,11004973-特仑苏纯牛奶,12001131-旺仔牛奶,乳类饮品,乳类饮品,0.044494105574939935,351,374,650
Pearson,11008644-洽洽早餐每日坚果（燕麦片）,12000134-百事可乐600ml,包装冲饮,碳酸饮料,0.04424008366977317,17,17,697
Pearson,11001020-韩国海牌海苔 / 韩国海飘海苔,12000292-红牛,包装海苔,功能饮料,0.036859868783644015,668,670,697
Pearson,11008644-洽洽早餐每日坚果（燕麦片）,12001131-旺仔牛奶,包装冲饮,乳类饮品,0.03559424661666548,17,17,650
Pearson,11004973-特仑苏纯牛奶,12000134-百事可乐600ml,乳类饮品,碳酸饮料,0.035567119153563066,374,374,697
Pearson,11002561-乡吧哥蜜汁鸡翅,11008644-洽洽早餐每日坚果（燕麦片）,包装散称,包装冲饮,0.029185609393471142,17,679,17
Pearson,11001020-韩国海牌海苔 / 韩国海飘海苔,11004973-特仑苏纯牛奶,包装海苔,乳类饮品,0.028165787430316783,357,670,374
Pearson,11002561-乡吧哥蜜汁鸡翅,11004973-特仑苏纯牛奶,包装散称,乳类饮品,0.025948568571356762,363,679,374
Pearson,11002170-三养辣火鸡味拌面,11004973-特仑苏纯牛奶,速食类,乳类饮品,0.025084871791928857,271,499,374
Pearson,11004973-特仑苏纯牛奶,11005780-大丰古法瓜子,乳类饮品,包装坚果,0.024654018319459885,360,374,670
Pearson,11002170-三养辣火鸡味拌面,11008644-洽洽早餐每日坚果（燕麦片）,速食类,包装冲饮,0.022959501241226605,14,499,17
Pearson,11008644-洽洽早餐每日坚果（燕麦片）,12000292-红牛,包装冲饮,功能饮料,0.018401396296678734,17,17,697
Pearson,11000405-百事可乐330ml,11004973-特仑苏纯牛奶,碳酸饮料,乳类饮品,0.011206013835972188,358,676,374
Pearson,11008516-李子柒螺蛳粉335g,11008644-洽洽早餐每日坚果（燕麦片）,速食类,包装冲饮,0.00035124894846346724,16,460,17
Pearson,11000405-百事可乐330ml,11008644-洽洽早餐每日坚果（燕麦片）,碳酸饮料,包装冲饮,-0.006818038261407554,17,676,17
Pearson,11004973-特仑苏纯牛奶,11008644-洽洽早餐每日坚果（燕麦片）,乳类饮品,包装冲饮,-0.01672799082231388,9,374,17
Pearson,11004973-特仑苏纯牛奶,12000292-红牛,乳类饮品,功能饮料,-0.01852973447614047,373,374,697
Pearson,11001020-韩国海牌海苔 / 韩国海飘海苔,11008644-洽洽早餐每日坚果（燕麦片）,包装海苔,包装冲饮,-0.026741836513482914,17,670,17
Pearson,11004973-特仑苏纯牛奶,11008516-李子柒螺蛳粉335g,乳类饮品,速食类,-0.03567400798383886,237,374,460
Pearson,11005780-大丰古法瓜子,11008644-洽洽早餐每日坚果（燕麦片）,包装坚果,包装冲饮,-0.05532238811283302,16,670,17
Pearson,11002605-老板仔香脆海苔卷（原味）,11008644-洽洽早餐每日坚果（燕麦片）,包装海苔,包装冲饮,-0.06345440420475391,11,520,17
