date,11000405-百事可乐330m...,11001020-韩国海牌海苔 /...,11002170-三养辣火鸡味拌面,11002561-乡吧哥蜜汁鸡翅,11002605-老板仔香脆海苔卷...,11005780-大丰古法瓜子,11008516-李子柒螺蛳粉33...,11008644-洽洽早餐每日坚果...,12000134-百事可乐600m...,12000292-红牛,12001131-旺仔牛奶
2021-07-15,0,7,0,5,1,0,2,0,1,1,2
2021-07-16,0,7,1,16,0,0,0,0,5,2,0
2021-07-17,4,6,1,4,0,0,0,0,8,0,2
2021-07-18,1,6,0,1,0,0,1,0,3,0,0
2021-07-19,1,3,0,5,0,0,0,0,4,1,0
2021-07-20,0,3,0,11,0,0,0,0,1,0,0
2021-07-21,1,4,0,13,0,0,1,0,1,6,1
2021-07-22,0,6,1,1,0,0,0,0,3,2,2
2021-07-23,0,3,1,28,0,0,0,0,1,4,0
2021-07-24,0,0,2,14,0,0,1,0,1,5,2
2021-07-25,0,0,0,13,0,0,0,0,3,2,0
2021-07-26,0,0,0,9,0,0,0,0,1,0,0
2021-07-27,0,0,0,0,0,0,0,0,1,3,0
2021-07-28,1,1,0,1,0,0,2,0,3,14,0
2021-07-29,0,0,1,8,0,0,0,0,4,7,1
2021-07-30,3,0,1,16,0,0,0,0,3,2,0
2021-07-31,0,0,1,15,0,0,2,0,0,2,0
2021-08-01,3,0,2,1,0,0,0,0,3,4,2
2021-08-02,0,0,0,3,0,0,0,0,2,6,0
2021-08-03,1,0,0,8,0,0,4,0,5,2,4
2021-08-04,0,0,0,9,0,0,0,0,3,6,0
2021-08-05,0,0,0,0,0,0,0,0,5,2,0
2021-08-06,1,0,1,0,0,0,0,0,1,1,0
2021-08-07,0,0,0,16,1,0,3,0,5,1,1
2021-08-08,1,0,1,52,5,0,2,0,4,14,1
2021-08-09,0,0,0,12,0,0,0,0,2,7,3
2021-08-10,0,0,0,9,0,0,1,0,0,5,2
2021-08-11,1,0,0,1,0,0,0,0,3,1,3
2021-08-12,2,0,0,4,1,0,0,0,3,1,0
2021-08-13,0,0,0,18,1,0,0,0,1,14,0
2021-08-14,0,0,1,16,2,0,0,0,2,3,4
2021-08-15,0,0,0,10,1,0,0,0,2,0,1
2021-08-16,0,0,0,4,1,0,1,0,1,5,2
2021-08-17,0,0,0,2,0,0,3,0,5,4,3
2021-08-18,0,0,0,13,0,0,1,0,5,0,1
2021-08-19,0,0,0,8,2,0,0,0,7,1,0
2021-08-20,0,0,0,19,0,0,0,0,3,1,1
2021-08-21,2,0,0,8,1,0,0,0,2,0,0
2021-08-22,0,0,0,21,1,0,0,0,3,2,0
2021-08-23,0,0,1,5,0,0,2,0,1,4,1
2021-08-24,0,0,0,3,0,0,0,0,4,0,2
2021-08-25,2,0,2,0,2,0,0,0,4,5,0
2021-08-26,0,0,1,5,0,0,3,0,7,4,4
2021-08-27,0,0,0,5,2,0,0,0,3,1,0
2021-08-28,0,0,0,7,2,0,0,0,9,0,2
2021-08-29,0,0,1,4,0,0,0,0,8,2,5
2021-08-30,5,0,0,7,0,0,1,0,3,8,4
2021-08-31,1,0,0,2,0,0,0,0,1,0,0
2021-09-01,0,0,0,5,1,0,1,0,5,0,0
2021-09-02,1,0,0,2,0,0,0,0,3,1,1
2021-09-03,0,0,1,0,0,0,0,0,4,13,2
2021-09-04,0,0,0,5,0,0,0,0,5,4,0
2021-09-05,1,0,0,0,1,0,0,0,9,12,0
2021-09-06,2,0,0,8,0,0,0,0,3,3,0
2021-09-07,2,0,0,10,0,0,0,0,5,4,1
2021-09-08,0,0,1,32,11,0,0,0,9,12,9
2021-09-09,0,0,0,2,1,0,0,0,9,2,1
2021-09-10,0,0,0,4,0,0,0,0,1,6,0
2021-09-11,0,0,0,16,2,0,0,0,3,1,1
2021-09-12,0,0,0,14,1,0,0,0,2,25,3
2021-09-13,3,0,0,5,0,0,0,0,2,2,7
2021-09-14,1,0,0,6,0,0,0,0,0,0,1
2021-09-15,0,0,0,2,0,0,0,0,1,9,1
2021-09-16,0,0,0,13,0,0,0,0,1,2,4
2021-09-17,2,2,0,9,0,0,0,0,3,0,11
2021-09-18,0,3,0,3,3,0,0,0,2,1,9
2021-09-19,2,6,0,1,0,0,0,0,2,1,0
2021-09-20,1,3,0,7,1,0,0,0,2,4,3
2021-09-21,0,3,1,6,2,0,0,0,4,1,4
2021-09-22,0,0,0,4,0,0,0,0,5,13,4
2021-09-23,2,1,0,3,0,0,0,0,2,2,5
2021-09-24,0,3,0,3,2,0,1,0,0,2,0
2021-09-25,0,3,0,1,2,0,3,0,2,5,8
2021-09-26,2,2,0,5,0,0,0,0,2,6,1
2021-09-27,0,5,0,3,0,0,0,0,1,7,0
2021-09-28,2,0,0,7,0,0,1,0,3,14,0
2021-09-29,0,2,0,3,0,0,2,0,0,11,3
2021-09-30,0,7,0,21,0,0,1,0,5,13,6
2021-10-01,0,1,0,12,1,0,0,0,4,6,0
2021-10-02,0,3,0,8,0,0,0,0,2,4,4
2021-10-03,2,2,0,6,2,0,0,0,2,7,1
2021-10-04,1,2,0,15,0,0,0,0,5,12,5
2021-10-05,0,1,2,6,1,0,3,0,3,1,2
2021-10-06,0,1,0,0,0,0,1,0,1,11,8
2021-10-07,1,1,0,7,0,0,0,0,4,3,0
2021-10-08,3,14,0,72,4,5,2,0,4,16,1
2021-10-09,0,4,0,14,0,1,0,0,3,1,0
2021-10-10,0,2,0,7,3,0,0,0,1,4,3
2021-10-11,0,0,0,11,0,1,0,0,4,8,0
2021-10-12,1,2,0,12,0,0,0,0,1,26,1
2021-10-13,0,0,0,5,0,0,0,0,2,1,3
2021-10-14,0,0,0,6,3,6,0,0,0,2,4
2021-10-15,1,2,0,4,0,2,0,0,0,1,0
2021-10-16,0,1,0,0,1,1,4,0,2,2,0
2021-10-17,2,1,0,7,2,1,1,0,5,13,2
2021-10-18,1,1,0,3,0,2,0,0,1,3,0
2021-10-19,1,2,0,14,0,0,2,0,0,4,1
2021-10-20,0,4,1,9,0,0,1,0,1,4,0
2021-10-21,0,8,0,10,2,1,1,0,0,6,4
2021-10-22,0,3,0,0,2,1,1,0,3,2,6
2021-10-23,1,0,0,9,1,6,2,0,2,4,0
2021-10-24,2,5,0,8,0,1,0,0,1,2,0
2021-10-25,0,1,0,11,0,1,0,0,0,4,4
2021-10-26,2,0,0,5,0,1,0,0,2,2,0
2021-10-27,1,1,0,0,0,3,0,0,1,3,0
2021-10-28,1,2,0,1,0,1,0,0,1,7,5
2021-10-29,0,2,0,0,0,2,0,0,6,0,0
2021-10-30,1,4,1,0,0,0,0,0,6,4,10
2021-10-31,1,6,1,0,0,2,0,0,3,4,1
2021-11-01,0,1,0,0,0,1,0,0,6,0,0
2021-11-02,7,0,0,0,1,0,0,0,2,3,3
2021-11-03,1,2,0,4,0,0,0,0,2,2,0
2021-11-04,0,1,1,4,1,2,2,0,0,3,3
2021-11-05,0,2,0,2,0,1,0,0,3,1,0
2021-11-06,0,2,0,16,0,0,1,0,2,0,4
2021-11-07,1,2,0,3,0,0,0,0,5,0,2
2021-11-08,2,10,0,34,5,1,5,0,3,5,9
2021-11-09,3,0,0,5,0,2,2,0,3,1,3
2021-11-10,0,1,0,3,1,2,0,0,3,2,1
2021-11-11,2,0,0,0,0,0,1,0,6,0,0
2021-11-12,0,1,0,15,1,1,0,0,3,2,2
2021-11-13,0,1,0,4,1,2,1,0,7,0,1
2021-11-14,0,0,0,3,4,1,0,0,3,3,1
2021-11-15,1,0,0,2,0,0,0,0,3,4,0
2021-11-16,0,0,0,8,0,2,1,0,2,3,4
2021-11-17,0,1,0,6,0,3,2,0,3,2,0
2021-11-18,0,1,0,10,0,0,0,0,3,0,1
2021-11-19,0,4,0,0,0,0,0,0,3,2,0
2021-11-20,0,3,0,0,0,1,0,0,4,2,5
2021-11-21,3,2,0,1,0,1,0,0,3,4,1
2021-11-22,0,2,1,0,1,5,0,0,0,4,3
2021-11-23,0,0,0,0,0,2,0,0,1,1,0
2021-11-24,1,2,0,0,2,0,1,0,5,5,0
2021-11-25,0,1,0,2,1,5,0,0,3,8,0
2021-11-26,1,1,0,0,1,1,1,0,2,1,1
2021-11-27,0,0,0,8,2,0,1,0,4,5,3
2021-11-28,1,1,0,0,0,0,0,0,4,2,1
2021-11-29,0,2,0,9,0,1,0,0,2,1,0
2021-11-30,0,1,0,9,1,0,0,0,3,4,0
2021-12-01,1,5,0,4,1,1,0,0,2,1,0
2021-12-02,0,3,0,6,1,3,0,0,0,4,4
2021-12-03,1,1,0,0,0,0,0,0,5,0,0
2021-12-04,1,2,0,2,2,0,1,0,3,3,0
2021-12-05,0,0,1,6,2,0,1,0,3,1,1
2021-12-06,0,2,0,9,0,2,0,0,1,0,1
2021-12-07,2,1,1,11,2,0,2,0,8,4,0
2021-12-08,3,23,1,79,12,1,5,0,8,3,4
2021-12-09,0,4,0,2,0,1,1,0,2,4,1
2021-12-10,0,0,2,4,0,4,0,0,7,0,0
2021-12-11,0,2,0,1,2,2,1,0,1,1,1
2021-12-12,2,8,1,13,0,6,2,0,6,4,4
2021-12-13,4,2,0,0,2,0,0,0,5,4,0
2021-12-14,6,0,0,8,0,0,2,0,0,1,0
2021-12-15,0,4,0,14,0,0,1,0,1,2,2
2021-12-16,0,0,0,2,0,0,0,0,2,0,2
2021-12-17,0,1,1,18,1,2,0,0,1,0,1
2021-12-18,1,1,1,15,1,3,2,0,3,1,1
2021-12-19,0,1,0,11,0,1,0,0,5,0,5
2021-12-20,0,0,1,1,0,3,2,0,2,2,0
2021-12-21,2,0,0,8,0,1,0,0,1,0,0
2021-12-22,4,2,0,0,0,4,0,0,6,0,0
2021-12-23,0,2,0,6,0,1,0,0,4,0,0
2021-12-24,2,1,0,5,0,1,1,0,2,0,1
2021-12-25,0,1,0,10,1,1,1,0,1,2,0
2021-12-26,0,0,1,2,0,0,0,0,5,5,0
2021-12-27,2,1,0,12,5,1,1,0,2,1,1
2021-12-28,0,0,0,4,0,2,1,0,2,0,0
2021-12-29,3,1,0,6,0,2,0,0,3,4,0
2021-12-30,2,1,0,0,2,2,0,0,1,2,0
2021-12-31,0,1,0,14,1,2,0,0,4,8,0
2022-01-01,1,4,0,1,2,1,0,0,2,0,0
2022-01-02,0,2,1,14,1,1,2,0,1,0,0
2022-01-03,1,3,0,6,0,0,1,0,2,3,2
2022-01-04,0,3,0,10,1,3,0,0,3,2,0
2022-01-05,0,0,0,2,0,2,0,0,2,7,1
2022-01-06,0,2,1,5,0,0,1,0,3,1,0
2022-01-07,0,1,0,3,0,0,1,0,5,2,2
2022-01-08,0,17,2,59,5,4,4,0,12,4,5
2022-01-09,0,3,0,1,1,1,4,0,2,1,0
2022-01-10,0,2,0,2,2,1,2,0,1,0,0
2022-01-11,0,1,0,4,2,0,0,0,7,7,1
2022-01-12,0,0,1,3,0,0,0,0,1,1,5
2022-01-13,0,3,0,0,0,0,0,0,0,0,2
2022-01-14,0,1,0,26,7,5,0,0,0,0,0
2022-01-15,1,1,1,63,1,1,1,0,0,5,1
2022-01-16,1,2,0,11,0,1,2,0,3,1,2
2022-01-17,1,1,2,11,0,1,0,0,3,0,0
2022-01-18,0,1,1,8,1,2,0,0,0,2,0
2022-01-19,2,2,0,0,0,0,0,0,3,5,2
2022-01-20,0,1,0,1,1,5,0,0,3,5,1
2022-01-21,0,0,0,5,0,3,0,0,2,3,0
2022-01-22,0,0,0,5,3,0,0,0,0,1,0
2022-01-23,0,0,0,4,0,1,0,0,0,0,1
2022-01-24,1,0,0,5,3,1,0,0,1,0,0
2022-01-25,0,0,1,5,2,0,1,0,0,1,7
2022-01-26,0,0,0,9,0,2,1,0,0,0,0
2022-01-27,1,4,1,12,0,0,1,0,0,0,0
2022-01-28,0,3,0,24,4,0,1,0,3,0,2
2022-01-29,0,6,1,11,5,3,0,0,1,0,4
2022-01-30,0,4,2,16,2,0,0,0,0,0,0
2022-01-31,0,4,0,15,0,0,0,0,0,0,2
2022-02-01,0,0,0,0,0,0,0,0,0,0,0
2022-02-02,0,0,0,4,0,0,0,0,0,0,1
2022-02-03,0,0,0,2,1,2,0,0,1,0,0
2022-02-04,0,3,0,5,1,0,1,0,2,0,5
2022-02-05,0,1,0,3,0,1,2,0,0,0,2
2022-02-06,2,0,0,15,0,0,1,0,0,0,3
2022-02-07,0,1,0,5,0,0,4,0,1,0,0
2022-02-08,3,8,0,23,2,0,2,0,4,0,0
2022-02-09,0,1,0,2,2,0,1,0,0,0,0
2022-02-10,0,0,0,27,1,0,0,0,1,2,0
2022-02-11,8,1,0,7,0,1,0,0,0,0,0
2022-02-12,0,0,0,16,3,0,0,0,2,2,2
2022-02-13,0,0,0,0,0,0,0,0,0,0,0
2022-02-14,0,2,0,4,0,2,1,0,1,7,1
2022-02-15,0,1,2,4,0,1,1,0,1,25,2
2022-02-16,2,1,2,6,0,0,3,0,3,0,1
2022-02-17,0,0,0,5,0,0,0,0,0,0,2
2022-02-18,0,0,0,4,0,0,0,0,2,7,0
2022-02-19,0,0,1,0,1,1,4,0,0,0,4
2022-02-20,1,1,0,2,3,1,2,0,6,2,1
2022-02-21,0,0,0,1,1,2,0,0,2,0,0
2022-02-22,0,4,0,1,2,2,3,0,2,1,0
2022-02-23,0,2,0,8,0,6,0,0,4,1,0
2022-02-24,0,0,3,4,0,1,0,0,6,0,0
2022-02-25,0,2,0,7,1,2,1,0,0,0,2
2022-02-26,0,0,1,13,1,0,0,0,1,5,2
2022-02-27,0,2,0,0,3,2,0,0,1,0,5
2022-02-28,0,1,1,2,2,0,0,0,6,1,0
2022-03-01,0,1,0,0,0,0,0,0,2,0,1
2022-03-02,0,0,0,6,0,1,0,0,0,3,0
2022-03-03,0,0,0,10,5,0,3,0,2,0,0
2022-03-04,0,0,0,18,3,1,4,0,2,9,2
2022-03-05,0,3,0,0,1,3,0,0,5,3,1
2022-03-06,2,0,1,4,1,0,1,0,0,0,2
2022-03-07,0,1,0,1,1,0,0,0,2,5,0
2022-03-08,0,10,2,50,6,5,0,0,5,7,4
2022-03-09,1,4,0,2,4,0,0,0,0,8,12
2022-03-10,0,0,0,0,4,0,4,0,3,6,7
2022-03-11,1,6,0,1,0,4,0,0,1,2,0
2022-03-12,1,1,0,3,2,1,2,0,5,0,0
2022-03-13,0,1,0,0,0,0,2,0,4,0,0
2022-03-14,1,0,0,9,0,1,2,0,1,0,0
2022-03-15,0,4,0,3,0,3,1,0,2,0,0
2022-03-16,0,1,1,4,1,1,1,0,1,0,0
2022-03-17,0,0,1,1,2,1,0,0,2,0,0
2022-03-18,0,1,0,4,0,2,0,0,1,1,0
2022-03-19,0,2,0,14,1,1,1,0,4,0,0
2022-03-20,0,2,1,4,1,0,0,0,1,0,0
2022-03-21,4,0,1,3,0,2,0,0,2,0,0
2022-03-22,0,0,1,3,3,6,0,0,2,1,0
2022-03-23,0,2,0,9,1,0,0,0,6,0,2
2022-03-24,2,0,0,7,0,1,1,0,3,1,0
2022-03-25,0,0,0,2,0,0,0,0,1,1,1
2022-03-26,0,3,1,12,1,2,0,0,0,1,1
2022-03-27,0,0,0,10,2,1,0,0,4,1,2
2022-03-28,1,1,0,5,1,0,5,0,2,0,0
2022-03-29,0,0,0,2,0,2,0,0,2,1,0
2022-03-30,1,5,1,1,4,2,1,0,4,0,4
2022-03-31,2,6,2,14,0,0,0,0,0,0,0
